institute_name,school_email,school_type,school_responsible_person_name,school_responsible_person_role,school_name,school_phone,school_fax,school_levelofeducation,school_timetable,school_address,school_comune,course_code,course_name
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROF. PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI - SERALE,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Serale,VIA BALISTA,ROVERETO,1990,TECNICO DELLA GESTIONE AZIENDALE LINGUA STRANIERA SERALE
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROF. PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI - SERALE,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Serale,VIA BALISTA,ROVERETO,2006,TECNICO DEI SERVIZI TURISTICI - SERALE
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO PROF. PER I SERVIZI COMMERCIALI TURISTICI E SOCIALI - SERALE,,,ISTITUTO PROFESSIONALE PER IL COMMERCIO,Serale,VIA BALISTA,ROVERETO,2011,TECNICO DEI SERVIZI SOCIALI - SERALE
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO D'ARTE Rovereto,,,ISTITUTO D'ARTE,Diurno,VIA DELLE FOSSE,ROVERETO,2208,BIENNIO DI ORIENTAMENTO (RIFORMA DEI CICLI)
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO D'ARTE Rovereto,,,ISTITUTO D'ARTE,Diurno,VIA DELLE FOSSE,ROVERETO,2261,DESIGN PER L'AMBIENTE
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO D'ARTE Rovereto,,,ISTITUTO D'ARTE,Diurno,VIA DELLE FOSSE,ROVERETO,2277,"ARTI DELLA GRAFICA PUBBLICITARIA,GRAFICA CINETICA E FOTOGRAFIA"
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO D'ARTE - SERALE Rovereto,,,ISTITUTO D'ARTE,Serale,VIA DELLE FOSSE,ROVERETO,2134,ARTE DEL TESSUTO
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO",segr.donmilani@scuole.provincia.tn.it,Pubblico,SIMONCELLI DANIELA,Dirigente scolastico,ISTITUTO D'ARTE - SERALE Rovereto,,,ISTITUTO D'ARTE,Serale,VIA DELLE FOSSE,ROVERETO,2189,MATERIE COMUNI
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,"ISTITUTO TECNICO INDUSTRIALE ""MARCONI"" - SERALE",,,ISTITUTO TECNICO INDUSTRIALE,Serale,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,2672,BIENNIO RIENTRI FORMATIVI SIRIO - SETTORE INDUSTRIALE
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,"ISTITUTO TECNICO INDUSTRIALE ""MARCONI"" - SERALE",,,ISTITUTO TECNICO INDUSTRIALE,Serale,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,2660,TRIEN.RIENT.FORMAT.SIRIO IND.PER L'ELETTRONICA TELECOMUNICAZIONI
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,"ISTITUTO TECNICO INDUSTRIALE ""MARCONI"" - SERALE",,,ISTITUTO TECNICO INDUSTRIALE,Serale,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,2696,TRIENNIO RIENTRI FORMATIVI SIRIO - INDIRIZZO INFORMATICA
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,,,ISTITUTO TECNICO INDUSTRIALE,Diurno,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,3088,BIENNIO SETTORE TECNOLOGICO
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,,,ISTITUTO TECNICO INDUSTRIALE,Diurno,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,3126,MECCANICA E MECCATRONICA
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,,,ISTITUTO TECNICO INDUSTRIALE,Diurno,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,3127,ELETTRONICA
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,,,ISTITUTO TECNICO INDUSTRIALE,Diurno,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,3187,TELECOMUNICAZIONI
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,,,ISTITUTO TECNICO INDUSTRIALE,Diurno,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,3188,INFORMATICA
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,,,ISTITUTO TECNICO INDUSTRIALE,Diurno,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,3191,ENERGIA
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,,,ISTITUTO TECNICO INDUSTRIALE,Diurno,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,3192,ELETTROTECNICA
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,,,ISTITUTO TECNICO INDUSTRIALE,Diurno,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,3193,AUTOMAZIONE
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,,,ISTITUTO TECNICO INDUSTRIALE,Serale,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,3088,BIENNIO SETTORE TECNOLOGICO
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,,,ISTITUTO TECNICO INDUSTRIALE,Serale,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,3126,MECCANICA E MECCATRONICA
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,,,ISTITUTO TECNICO INDUSTRIALE,Serale,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,3188,INFORMATICA
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,,,ISTITUTO TECNICO INDUSTRIALE,Serale,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,3193,AUTOMAZIONE
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,ISTITUTO TECNICO INDUSTRIALE,,,ISTITUTO TECNICO INDUSTRIALE,Diurno,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,2688,BIENNIO (NUOVI PROGRAMMI)
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,ISTITUTO TECNICO INDUSTRIALE,,,ISTITUTO TECNICO INDUSTRIALE,Diurno,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,2610,"INFORMATICA ""ABACUS"""
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,ISTITUTO TECNICO INDUSTRIALE,,,ISTITUTO TECNICO INDUSTRIALE,Diurno,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,2662,ELETTRONICA E TELECOMUNICAZIONI (NUOVI PROGRAMMI)
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",segr.itimarconi@scuole.provincia.tn.it,Pubblico,ZOLLER LAURA,Dirigente scolastico,ISTITUTO TECNICO INDUSTRIALE - Ind.Liceo Scient.Tecnologico,,,ISTITUTO TECNICO INDUSTRIALE,Diurno,LOC.SANT'ILARIO VIA PADRE F. MONTI,ROVERETO,2692,QUINQUENNIO SCIENTIFICO TECNOLOGICO
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,LICEO ECONOMICO PER RAGIONIERI,,,ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ,Diurno,VIA DEL TEATRO,ROVERETO,2442,"INDIRIZZO GIURIDICO ECONOMICO AZIENDALE ""IGEA"""
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,LICEO TECNOLOGICO PER GEOMETRI,,,ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ,Diurno,VIA DEL TEATRO,ROVERETO,2560,MODIFICA MATEMATICA SEZ.GEOMETRI-BIENNIO E TRIENNIO(P.N.I.)
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,CORSO TECNICO PER RAGIONIERI,,,ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ,Diurno,VIA DEL TEATRO,ROVERETO,2442,"INDIRIZZO GIURIDICO ECONOMICO AZIENDALE ""IGEA"""
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,CORSO TECNICO PER GEOMETRI,,,ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ,Diurno,VIA DEL TEATRO,ROVERETO,2560,MODIFICA MATEMATICA SEZ.GEOMETRI-BIENNIO E TRIENNIO(P.N.I.)
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,DIRIGENTE DI COMUNITA' - CORSO SERALE,,,ISTITUTO TECNICO COMMERCIALE ,Serale,VIA DEL TEATRO,ROVERETO,3006,DIRIGENTE DI COMUNITA'
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,,,ISTITUTO TECNICO COMMERCIALE ,Diurno,VIA DEL TEATRO,ROVERETO,3087,BIENNIO SETTORE ECONOMICO
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,,,ISTITUTO TECNICO COMMERCIALE ,Diurno,VIA DEL TEATRO,ROVERETO,3119,AMMINISTRAZIONE FINANZA E MARKETING
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,,,ISTITUTO TECNICO COMMERCIALE ,Diurno,VIA DEL TEATRO,ROVERETO,3184,SISTEMI INFORMATIVI AZIENDALI
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,,,ISTITUTO TECNICO COMMERCIALE ,Diurno,VIA DEL TEATRO,ROVERETO,3185,RELAZIONI INTERNAZIONALI PER IL MARKETING
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,,,ISTITUTO TECNICO PER GEOMETRI ,Diurno,VIA DEL TEATRO,ROVERETO,3088,BIENNIO SETTORE TECNOLOGICO
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,,,ISTITUTO TECNICO PER GEOMETRI ,Diurno,VIA DEL TEATRO,ROVERETO,3121,COSTRUZIONI AMBIENTE E TERRITORIO
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,,,ISTITUTO TECNICO PER GEOMETRI ,Diurno,VIA DEL TEATRO,ROVERETO,3186,GEOTECNICO
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,,,ISTITUTO TECNICO PER GEOMETRI ,Diurno,VIA DEL TEATRO,ROVERETO,3195,TECNOLOGIE DEL LEGNO NELLE COSTRUZIONI
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,,,ISTITUTO TECNICO INDUSTRIALE,Serale,VIA DEL TEATRO,ROVERETO,3088,BIENNIO SETTORE TECNOLOGICO
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,,,ISTITUTO TECNICO INDUSTRIALE,Serale,VIA DEL TEATRO,ROVERETO,3121,COSTRUZIONI AMBIENTE E TERRITORIO
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,,,ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ,Serale,VIA DEL TEATRO,ROVERETO,3087,BIENNIO SETTORE ECONOMICO
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,,,ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ,Serale,VIA DEL TEATRO,ROVERETO,3119,AMMINISTRAZIONE FINANZA E MARKETING
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,IST.TECNICO COMM.E PER GEOM.- Ind.Periti az.corr.in l.est.,,,ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ,Diurno,VIA DEL TEATRO,ROVERETO,2462,QUINQUENNIO LINGUISTICO AZIENDALE
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,IST.TECNICO COMM.E PER GEOM.- Ind.Commerciale,,,ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ,Diurno,VIA DEL TEATRO,ROVERETO,2402,RAGIONIERI PROGRAMMATORI
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,IST.TECNICO COMM.E PER GEOM.- Ind.Commerciale,,,ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ,Diurno,VIA DEL TEATRO,ROVERETO,2442,"INDIRIZZO GIURIDICO ECONOMICO AZIENDALE ""IGEA"""
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,IST.TECNICO COMM.E PER GEOM.- SERALE - Ind.Commerciale,,,ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ,Serale,VIA DEL TEATRO,ROVERETO,2430,BIENNIO RIENTRI FORMATIVI SIRIO - INDIRIZZO GIUR.ECON.AZIEND.
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,IST.TECNICO COMM.E PER GEOM.- SERALE - Ind.Commerciale,,,ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ,Serale,VIA DEL TEATRO,ROVERETO,2435,TRIENNIO RIENTRI FORMATIVI SIRIO - IND.GIUR.ECON.AZ.LE
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,IST.TECNICO COMM.E PER GEOM.- Ind.Geometri,,,ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ,Diurno,VIA DEL TEATRO,ROVERETO,2560,MODIFICA MATEMATICA SEZ.GEOMETRI-BIENNIO E TRIENNIO(P.N.I.)
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,IST.TECNICO COMM.E PER GEOM.- SERALE - Ind.Geometri,,,ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ,Serale,VIA DEL TEATRO,ROVERETO,2433,BIENNIO RIENTRI FORMATIVI SIRIO - INDIRIZZO GEOMETRI
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F.e G.Fontana"" - ROVERETO",segr.fontana@scuole.provincia.tn.it,Pubblico,ANDREATTA FLAVIA,Dirigente scolastico,IST.TECNICO COMM.E PER GEOM.- SERALE - Ind.Geometri,,,ISTITUTO TECNICO COMMERCIALE E PER GEOMETRI ,Serale,VIA DEL TEATRO,ROVERETO,2445,TRIENNIO RIENTRI FORMATIVI SIRIO - INDIRIZZO GEOMETRI
"LICEO ""F.Filzi"" - ROVERETO",segr.isup.filzi@scuole.provincia.tn.it,Pubblico,OBER MARTA,Dirigente scolastico,LICEO DELLE SCIENZE UMANE,,,LICEO SCIENTIFICO,Diurno,CORSO A.ROSMINI,ROVERETO,3091,LICEO DELLE SCIENZE UMANE
"LICEO ""F.Filzi"" - ROVERETO",segr.isup.filzi@scuole.provincia.tn.it,Pubblico,OBER MARTA,Dirigente scolastico,LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE,,,LICEO SCIENTIFICO,Diurno,CORSO A.ROSMINI,ROVERETO,3092,LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE
"LICEO ""F.Filzi"" - ROVERETO",segr.isup.filzi@scuole.provincia.tn.it,Pubblico,OBER MARTA,Dirigente scolastico,LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE SERALE,,,ISTITUTO MAGISTRALE,Serale,CORSO ROSMINI,ROVERETO,3092,LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE
"LICEO ""F.Filzi"" - ROVERETO",segr.isup.filzi@scuole.provincia.tn.it,Pubblico,OBER MARTA,Dirigente scolastico,IST.MAGISTRALE - Ind.Liceo Scienze Sociali,,,ISTITUTO MAGISTRALE,Diurno,CORSO ROSMINI,ROVERETO,966,"INDIRIZZI AUTONOMI ""SCIENZE SOCIALI"""
"LICEO ""F.Filzi"" - ROVERETO",segr.isup.filzi@scuole.provincia.tn.it,Pubblico,OBER MARTA,Dirigente scolastico,IST.MAGISTRALE - Ind.Quinq. Socio-Psico-Pedagogico,,,ISTITUTO MAGISTRALE,Diurno,CORSO ROSMINI,ROVERETO,838,"SOCIO PSICO PEDAGOGICO""COMMISSIONE BROCCA"""
"LICEO ""F.Filzi"" - ROVERETO",segr.isup.filzi@scuole.provincia.tn.it,Pubblico,OBER MARTA,Dirigente scolastico,IST.MAGISTRALE - SERALE - Ind.Liceo Scienze Sociali,,,ISTITUTO MAGISTRALE,Serale,CORSO ROSMINI,ROVERETO,966,"INDIRIZZI AUTONOMI ""SCIENZE SOCIALI"""
"LICEO ""A. Rosmini"" - ROVERETO",segr.liceorosmini@scuole.provincia.tn.it,Pubblico,DE PASCALE FRANCESCO CARMINE,Dirigente scolastico,LICEO SCIENTIFICO,,,LICEO SCIENTIFICO,Diurno,CORSO A. BETTINI,ROVERETO,1343,SEZIONE SCIENTIFICA
"LICEO ""A. Rosmini"" - ROVERETO",segr.liceorosmini@scuole.provincia.tn.it,Pubblico,DE PASCALE FRANCESCO CARMINE,Dirigente scolastico,LICEO SCIENTIFICO,,,LICEO SCIENTIFICO,Diurno,CORSO A. BETTINI,ROVERETO,3089,LICEO SCIENTIFICO
"LICEO ""A. Rosmini"" - ROVERETO",segr.liceorosmini@scuole.provincia.tn.it,Pubblico,DE PASCALE FRANCESCO CARMINE,Dirigente scolastico,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,,,LICEO SCIENTIFICO,Diurno,CORSO A. BETTINI,ROVERETO,3090,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE
"LICEO ""A. Rosmini"" - ROVERETO",segr.liceorosmini@scuole.provincia.tn.it,Pubblico,DE PASCALE FRANCESCO CARMINE,Dirigente scolastico,LICEO LINGUISTICO,,,LICEO LINGUISTICO,Diurno,CORSO A. BETTINI,ROVERETO,3093,LICEO LINGUISTICO
"LICEO ""A. Rosmini"" - ROVERETO",segr.liceorosmini@scuole.provincia.tn.it,Pubblico,DE PASCALE FRANCESCO CARMINE,Dirigente scolastico,LICEO CLASSICO,,,LICEO CLASSICO,Diurno,CORSO A. BETTINI,ROVERETO,135,SEZIONE CLASSICA
"LICEO ""A. Rosmini"" - ROVERETO",segr.liceorosmini@scuole.provincia.tn.it,Pubblico,DE PASCALE FRANCESCO CARMINE,Dirigente scolastico,LICEO CLASSICO,,,LICEO CLASSICO,Diurno,CORSO A. BETTINI,ROVERETO,3095,LICEO CLASSICO
"LICEO ""A. Rosmini"" - ROVERETO",segr.liceorosmini@scuole.provincia.tn.it,Pubblico,DE PASCALE FRANCESCO CARMINE,Dirigente scolastico,LICEO CLASSICO - Ind.Linguistico,,,LICEO CLASSICO,Diurno,CORSO A. BETTINI,ROVERETO,270,LINGUISTICO - PROGETTO PILOTA
"LICEO ""A. Rosmini"" - ROVERETO",segr.liceorosmini@scuole.provincia.tn.it,Pubblico,DE PASCALE FRANCESCO CARMINE,Dirigente scolastico,LICEO CLASSICO - Ind.Scientifico,,,LICEO CLASSICO,Diurno,CORSO A. BETTINI,ROVERETO,136,SEZIONE SCIENTIFICA
FONDAZIONE EDMUND MACH - ISTITUTO AGRARIO SAN MICHELE ALL'ADIGE,segreteria.scuola@fmach.it,Pubblico,DAL RI MARCO,Dirigente scolastico,MACROSETTORE AGRICOLTURA E AMBIENTE,,,FORMAZIONE PROFESSIONALE,Diurno,VIA E. MACH,SAN MICHELE ALL'ADIGE,3021,PRIMO ANNO POLIVALENTE
FONDAZIONE EDMUND MACH - ISTITUTO AGRARIO SAN MICHELE ALL'ADIGE,segreteria.scuola@fmach.it,Pubblico,DAL RI MARCO,Dirigente scolastico,MACROSETTORE AGRICOLTURA E AMBIENTE,,,FORMAZIONE PROFESSIONALE,Diurno,VIA E. MACH,SAN MICHELE ALL'ADIGE,3033,FAMIGLIA AGRICOLTURA E AMBIENTE
FONDAZIONE EDMUND MACH - ISTITUTO AGRARIO SAN MICHELE ALL'ADIGE,segreteria.scuola@fmach.it,Pubblico,DAL RI MARCO,Dirigente scolastico,MACROSETTORE AGRICOLTURA E AMBIENTE,,,FORMAZIONE PROFESSIONALE,Diurno,VIA E. MACH,SAN MICHELE ALL'ADIGE,3052,OPERATORE ALLE LAVORAZIONI AGRICOLE
